id,center,image_date,image_value
48,"[-12.100675647414109, 9.144460857865157]",20140101,-0.0431884011803148
49,"[-10.512108024162112, 8.658644534165038]",20140101,-0.0252840882301223
50,"[-11.338685644980906, 8.979726496231624]",20140101,-0.0145115502826917
51,"[-12.06680992473257, 9.130617863855921]",20140101,-0.0386770294625584
52,"[-10.891112836423709, 8.971102981060218]",20140101,-0.0509420213058335
53,"[-11.225425494879728, 9.584728452329147]",20140101,0.0425383399737874
54,"[-12.654171099601095, 8.256954207584677]",20140101,0.0123867670483955
0,"[-12.17503067677975, 9.66687598974862]",20140201,0.1389768577976574
1,"[-11.262036573388308, 8.160969908434629]",20140201,0.0614472730758845
2,"[-11.13137723485804, 8.06372341512419]",20140201,0.0252843073021806
3,"[-12.94397360098245, 8.90835597442643]",20140201,0.0185404403371166
4,"[-10.642673837548983, 8.5399568621107]",20140201,0.0463732659259295
5,"[-11.278165370305556, 9.64038943419362]",20140201,1.10238574577835
6,"[-12.910582282004743, 8.649886836498862]",20140201,0.0400112197345499
7,"[-12.238503609450673, 9.203949589682702]",20140201,0.4360334446039879
8,"[-12.039093376256593, 9.174868219782105]",20140201,0.0698869588885039
9,"[-12.78662938465795, 8.321523638067092]",20140201,0.0278212709480633
10,"[-11.171437683447222, 9.078336637619136]",20140201,0.0297032785528882
11,"[-11.63843715987665, 7.800436861244343]",20140201,0.02629047608247
12,"[-12.392492309119397, 8.054702066760422]",20140201,0.0293868613845496
13,"[-12.608906049077698, 8.486851426971757]",20140201,0.0300468682299254
14,"[-12.59025984970882, 9.089299462294987]",20140201,0.0941822787297613
15,"[-10.587111971554519, 8.19949601360739]",20140201,0.0347052526837465
16,"[-12.61660507579259, 8.076925787644932]",20140201,0.0218450839651146
17,"[-12.49706195783479, 8.230162092310179]",20140201,0.0137728743336985
18,"[-12.573494309259104, 8.580357190946753]",20140201,0.022168803749231
19,"[-12.707428088596602, 8.598953092447799]",20140201,0.0123749030097526
20,"[-12.089248586010005, 9.480142060884234]",20140201,0.106007762613323
21,"[-12.05699453237849, 7.999454107609768]",20140201,0.0390324731285894
22,"[-11.226703675916225, 9.262492630198462]",20140201,0.0873804328887896
23,"[-10.78400468577152, 8.378438005842337]",20140201,0.0292012183423922
24,"[-11.805918636402556, 9.499720634073256]",20140201,6.854655158700274
25,"[-10.887620523538699, 8.172577202812947]",20140201,0.021094567941463
26,"[-12.730428074607604, 8.049076573686946]",20140201,0.0261397781612941
27,"[-11.8134428614669, 9.98421783987528]",20140201,3.384310662712004
28,"[-10.575168704391059, 8.149244131563044]",20140201,0.0138186144419205
29,"[-11.170735802049734, 9.876640531917582]",20140201,0.1733968750096878
30,"[-12.234335298749723, 9.77762738759242]",20140201,0.1815741761796978
31,"[-11.97472663002821, 9.662352475275908]",20140201,0.9587946470303704
32,"[-12.628056387400836, 9.2423913929165]",20140201,0.0435960864179725
33,"[-12.400839372696801, 9.819530066736439]",20140201,0.1123433568778086
34,"[-11.188472143413714, 7.579751726984244]",20140201,0.0467043535413325
35,"[-11.559250666995775, 8.813623237116962]",20140201,0.021141640710098
36,"[-12.615151135848231, 9.199556202139204]",20140201,0.050227576442216
37,"[-11.446116702848288, 8.0829699523154]",20140201,0.0231892008509215
38,"[-11.767627597673389, 8.553376036923899]",20140201,0.0338139124063804
39,"[-12.35344769763381, 9.692474184803153]",20140201,0.0553922931764535
40,"[-11.654718211832849, 9.692655021455097]",20140201,1.0811527481740972
41,"[-12.070012985284581, 9.874117197867227]",20140201,1.936567758600052
42,"[-11.733995671765806, 9.920536043527445]",20140201,0.3353350871468969
43,"[-11.486078247019988, 8.781629344780729]",20140201,0.0088540518531664
44,"[-10.83180223715611, 7.990300789814084]",20140201,0.0331085487725638
45,"[-11.191434706468256, 8.846221803581065]",20140201,0.0304409620363608
46,"[-10.906727774655725, 7.623412050939405]",20140201,0.0135714634367813
47,"[-11.225589156732275, 8.051514200776348]",20140201,0.0121499542353675
48,"[-12.100675647414109, 9.144460857865157]",20140201,0.1293466642115031
49,"[-10.512108024162112, 8.658644534165038]",20140201,0.0413890896874107
50,"[-11.338685644980906, 8.979726496231624]",20140201,0.0623263649712723
51,"[-12.06680992473257, 9.130617863855921]",20140201,0.0757149666510444
52,"[-10.891112836423709, 8.971102981060218]",20140201,0.0465037010273279
53,"[-11.225425494879728, 9.584728452329147]",20140201,0.1580097228548583
54,"[-12.654171099601095, 8.256954207584677]",20140201,0.0171368319345693
0,"[-12.17503067677975, 9.66687598974862]",20140301,0.2512030916894604
1,"[-11.262036573388308, 8.160969908434629]",20140301,0.1690756406017164
2,"[-11.13137723485804, 8.06372341512419]",20140301,0.1396344035397996
3,"[-12.94397360098245, 8.90835597442643]",20140301,0.1122983020850396
4,"[-10.642673837548983, 8.5399568621107]",20140301,0.098283189550503
5,"[-11.278165370305556, 9.64038943419362]",20140301,0.3350379244021929
6,"[-12.910582282004743, 8.649886836498862]",20140301,0.1010093668710969
7,"[-12.238503609450673, 9.203949589682702]",20140301,0.1288656770529637
8,"[-12.039093376256593, 9.174868219782105]",20140301,0.1778382494501441
9,"[-12.78662938465795, 8.321523638067092]",20140301,0.0804597711229567
10,"[-11.171437683447222, 9.078336637619136]",20140301,0.1266330005522535
11,"[-11.63843715987665, 7.800436861244343]",20140301,0.1155428889669265
12,"[-12.392492309119397, 8.054702066760422]",20140301,0.1249295217497692
13,"[-12.608906049077698, 8.486851426971757]",20140301,0.1315980807563192
14,"[-12.59025984970882, 9.089299462294987]",20140301,0.1301380421982457
15,"[-10.587111971554519, 8.19949601360739]",20140301,0.1134285106645936
16,"[-12.61660507579259, 8.076925787644932]",20140301,0.1230578797253914
17,"[-12.49706195783479, 8.230162092310179]",20140301,0.1480937889908581
18,"[-12.573494309259104, 8.580357190946753]",20140301,0.1021537023013656
19,"[-12.707428088596602, 8.598953092447799]",20140301,0.1309405931293024
20,"[-12.089248586010005, 9.480142060884234]",20140301,4.153952888615831
21,"[-12.05699453237849, 7.999454107609768]",20140301,0.1500954616381837
22,"[-11.226703675916225, 9.262492630198462]",20140301,0.2029698348901513
23,"[-10.78400468577152, 8.378438005842337]",20140301,0.104649470554944
24,"[-11.805918636402556, 9.499720634073256]",20140301,0.3407993146116931
25,"[-10.887620523538699, 8.172577202812947]",20140301,0.081311937623442
26,"[-12.730428074607604, 8.049076573686946]",20140301,0.1094925061644744
27,"[-11.8134428614669, 9.98421783987528]",20140301,0.2195187160700766
28,"[-10.575168704391059, 8.149244131563044]",20140301,0.1107872643384398
29,"[-11.170735802049734, 9.876640531917582]",20140301,0.1319452497548629
30,"[-12.234335298749723, 9.77762738759242]",20140301,1.516264989891604
31,"[-11.97472663002821, 9.662352475275908]",20140301,0.3861915878060922
32,"[-12.628056387400836, 9.2423913929165]",20140301,0.1224906010280997
33,"[-12.400839372696801, 9.819530066736439]",20140301,0.2546796853546524
34,"[-11.188472143413714, 7.579751726984244]",20140301,0.1112757446863559
35,"[-11.559250666995775, 8.813623237116962]",20140301,0.1068565247253082
36,"[-12.615151135848231, 9.199556202139204]",20140301,0.1049853912001925
37,"[-11.446116702848288, 8.0829699523154]",20140301,0.1102374544451175
38,"[-11.767627597673389, 8.553376036923899]",20140301,0.0950125038381293
39,"[-12.35344769763381, 9.692474184803153]",20140301,0.1655536149824389
40,"[-11.654718211832849, 9.692655021455097]",20140301,1.1529796704020576
41,"[-12.070012985284581, 9.874117197867227]",20140301,0.3039647170097774
42,"[-11.733995671765806, 9.920536043527445]",20140301,0.2139147665784569
43,"[-11.486078247019988, 8.781629344780729]",20140301,0.1107693138772464
44,"[-10.83180223715611, 7.990300789814084]",20140301,0.1216962262234078
45,"[-11.191434706468256, 8.846221803581065]",20140301,0.1356748440592845
46,"[-10.906727774655725, 7.623412050939405]",20140301,0.1039968226450614
47,"[-11.225589156732275, 8.051514200776348]",20140301,0.1121560020653849
48,"[-12.100675647414109, 9.144460857865157]",20140301,0.2768146005763983
49,"[-10.512108024162112, 8.658644534165038]",20140301,0.1333634729546518
50,"[-11.338685644980906, 8.979726496231624]",20140301,0.1858437373937091
51,"[-12.06680992473257, 9.130617863855921]",20140301,0.1300553631059861
52,"[-10.891112836423709, 8.971102981060218]",20140301,1.5649245571706385
53,"[-11.225425494879728, 9.584728452329147]",20140301,0.2367988783300716
54,"[-12.654171099601095, 8.256954207584677]",20140301,0.1426083188258764
0,"[-12.17503067677975, 9.66687598974862]",20140401,0.0943045311960264
1,"[-11.262036573388308, 8.160969908434629]",20140401,0.3068977681105884
2,"[-11.13137723485804, 8.06372341512419]",20140401,0.0818940087786185
3,"[-12.94397360098245, 8.90835597442643]",20140401,0.1008671488368764
4,"[-10.642673837548983, 8.5399568621107]",20140401,0.0779792192008527
5,"[-11.278165370305556, 9.64038943419362]",20140401,0.1138005933533921
6,"[-12.910582282004743, 8.649886836498862]",20140401,0.1193592029218159
7,"[-12.238503609450673, 9.203949589682702]",20140401,0.1143673803510832
8,"[-12.039093376256593, 9.174868219782105]",20140401,0.1275317666553949
9,"[-12.78662938465795, 8.321523638067092]",20140401,0.1302681993345503
10,"[-11.171437683447222, 9.078336637619136]",20140401,0.1000439825099314
11,"[-11.63843715987665, 7.800436861244343]",20140401,0.0663674452066693
12,"[-12.392492309119397, 8.054702066760422]",20140401,0.1350959680391383
13,"[-12.608906049077698, 8.486851426971757]",20140401,0.1387035807146945
14,"[-12.59025984970882, 9.089299462294987]",20140401,0.1523899015600749
15,"[-10.587111971554519, 8.19949601360739]",20140401,0.1386322730274588
16,"[-12.61660507579259, 8.076925787644932]",20140401,0.1158295041139136
17,"[-12.49706195783479, 8.230162092310179]",20140401,0.1276811161567993
18,"[-12.573494309259104, 8.580357190946753]",20140401,0.1237001401722179
19,"[-12.707428088596602, 8.598953092447799]",20140401,0.1199326003317229
20,"[-12.089248586010005, 9.480142060884234]",20140401,0.1047181391286787
21,"[-12.05699453237849, 7.999454107609768]",20140401,0.0800241119920385
22,"[-11.226703675916225, 9.262492630198462]",20140401,0.1214676201604816
23,"[-10.78400468577152, 8.378438005842337]",20140401,0.104605668313214
24,"[-11.805918636402556, 9.499720634073256]",20140401,0.1026440760581196
25,"[-10.887620523538699, 8.172577202812947]",20140401,0.0874413618781099
26,"[-12.730428074607604, 8.049076573686946]",20140401,0.1546705158248491
27,"[-11.8134428614669, 9.98421783987528]",20140401,0.100573494064234
28,"[-10.575168704391059, 8.149244131563044]",20140401,0.0816307814182096
29,"[-11.170735802049734, 9.876640531917582]",20140401,0.1127949143074415
30,"[-12.234335298749723, 9.77762738759242]",20140401,0.0978359977621919
31,"[-11.97472663002821, 9.662352475275908]",20140401,0.0830656838977794
32,"[-12.628056387400836, 9.2423913929165]",20140401,0.1237117162782556
33,"[-12.400839372696801, 9.819530066736439]",20140401,0.074134726446551
34,"[-11.188472143413714, 7.579751726984244]",20140401,0.0514259740539132
35,"[-11.559250666995775, 8.813623237116962]",20140401,0.0931882392712565
36,"[-12.615151135848231, 9.199556202139204]",20140401,0.1080949907587375
37,"[-11.446116702848288, 8.0829699523154]",20140401,0.0739534476002192
38,"[-11.767627597673389, 8.553376036923899]",20140401,0.1185585583167841
39,"[-12.35344769763381, 9.692474184803153]",20140401,0.132343105922404
40,"[-11.654718211832849, 9.692655021455097]",20140401,0.1213520961217479
41,"[-12.070012985284581, 9.874117197867227]",20140401,0.1039196254927004
42,"[-11.733995671765806, 9.920536043527445]",20140401,0.0949318686148947
43,"[-11.486078247019988, 8.781629344780729]",20140401,0.0767205437623682
44,"[-10.83180223715611, 7.990300789814084]",20140401,0.0752789123777195
45,"[-11.191434706468256, 8.846221803581065]",20140401,0.0784506823101668
46,"[-10.906727774655725, 7.623412050939405]",20140401,0.127251236252028
47,"[-11.225589156732275, 8.051514200776348]",20140401,0.0749148445988224
48,"[-12.100675647414109, 9.144460857865157]",20140401,0.1445854500621467
49,"[-10.512108024162112, 8.658644534165038]",20140401,0.0964735459031577
50,"[-11.338685644980906, 8.979726496231624]",20140401,0.0910065524509789
51,"[-12.06680992473257, 9.130617863855921]",20140401,0.1460858773713828
52,"[-10.891112836423709, 8.971102981060218]",20140401,0.1416968687270071
53,"[-11.225425494879728, 9.584728452329147]",20140401,0.1328115589987322
54,"[-12.654171099601095, 8.256954207584677]",20140401,0.1555468453658841
0,"[-12.17503067677975, 9.66687598974862]",20140501,0.0653521499299197
1,"[-11.262036573388308, 8.160969908434629]",20140501,0.120874559602898
2,"[-11.13137723485804, 8.06372341512419]",20140501,0.0532953917189387
3,"[-12.94397360098245, 8.90835597442643]",20140501,0.0125639993583467
4,"[-10.642673837548983, 8.5399568621107]",20140501,0.0375782169613421
5,"[-11.278165370305556, 9.64038943419362]",20140501,0.0189281364258751
6,"[-12.910582282004743, 8.649886836498862]",20140501,0.0513876052544501
7,"[-12.238503609450673, 9.203949589682702]",20140501,0.0368845327016651
8,"[-12.039093376256593, 9.174868219782105]",20140501,0.0079373213832191
9,"[-12.78662938465795, 8.321523638067092]",20140501,0.0731161442351985
10,"[-11.171437683447222, 9.078336637619136]",20140501,0.1320231312716968
11,"[-11.63843715987665, 7.800436861244343]",20140501,0.1274689468949466
12,"[-12.392492309119397, 8.054702066760422]",20140501,0.0535820706517323
13,"[-12.608906049077698, 8.486851426971757]",20140501,0.0522498330091351
14,"[-12.59025984970882, 9.089299462294987]",20140501,0.0533307970143252
15,"[-10.587111971554519, 8.19949601360739]",20140501,0.1553047439902705
16,"[-12.61660507579259, 8.076925787644932]",20140501,0.0684960109222367
17,"[-12.49706195783479, 8.230162092310179]",20140501,0.0866265174305163
18,"[-12.573494309259104, 8.580357190946753]",20140501,0.0471740271331279
19,"[-12.707428088596602, 8.598953092447799]",20140501,0.0467879977092822
20,"[-12.089248586010005, 9.480142060884234]",20140501,0.0371334965406047
21,"[-12.05699453237849, 7.999454107609768]",20140501,0.0668585151225906
22,"[-11.226703675916225, 9.262492630198462]",20140501,0.073158944211949
23,"[-10.78400468577152, 8.378438005842337]",20140501,0.1310859064177268
24,"[-11.805918636402556, 9.499720634073256]",20140501,0.0648121190764215
25,"[-10.887620523538699, 8.172577202812947]",20140501,0.0882665314028
26,"[-12.730428074607604, 8.049076573686946]",20140501,0.0800184816443396
27,"[-11.8134428614669, 9.98421783987528]",20140501,0.167743234113256
28,"[-10.575168704391059, 8.149244131563044]",20140501,0.0563453263318678
29,"[-11.170735802049734, 9.876640531917582]",20140501,0.0391273685719981
30,"[-12.234335298749723, 9.77762738759242]",20140501,0.0667033646279597
31,"[-11.97472663002821, 9.662352475275908]",20140501,0.0289892886165552
32,"[-12.628056387400836, 9.2423913929165]",20140501,0.0353464113613616
33,"[-12.400839372696801, 9.819530066736439]",20140501,0.0518651250963804
34,"[-11.188472143413714, 7.579751726984244]",20140501,0.0048796013056789
35,"[-11.559250666995775, 8.813623237116962]",20140501,0.1183235516105108
36,"[-12.615151135848231, 9.199556202139204]",20140501,0.0402320866096137
37,"[-11.446116702848288, 8.0829699523154]",20140501,0.0545316300053298
38,"[-11.767627597673389, 8.553376036923899]",20140501,0.0622738383512538
39,"[-12.35344769763381, 9.692474184803153]",20140501,0.0536791620534848
40,"[-11.654718211832849, 9.692655021455097]",20140501,0.0512365074465663
41,"[-12.070012985284581, 9.874117197867227]",20140501,0.0713723786887594
42,"[-11.733995671765806, 9.920536043527445]",20140501,0.0821874967831009
43,"[-11.486078247019988, 8.781629344780729]",20140501,0.1174984368392618
44,"[-10.83180223715611, 7.990300789814084]",20140501,-0.0035482786672622
45,"[-11.191434706468256, 8.846221803581065]",20140501,0.1600698927594553
46,"[-10.906727774655725, 7.623412050939405]",20140501,0.0374470855529848
47,"[-11.225589156732275, 8.051514200776348]",20140501,0.0354060453211851
48,"[-12.100675647414109, 9.144460857865157]",20140501,0.0146699083634926
49,"[-10.512108024162112, 8.658644534165038]",20140501,0.0943922737413387
50,"[-11.338685644980906, 8.979726496231624]",20140501,0.1774203184177587
51,"[-12.06680992473257, 9.130617863855921]",20140501,0.011291951624925
52,"[-10.891112836423709, 8.971102981060218]",20140501,0.1300330640845243
53,"[-11.225425494879728, 9.584728452329147]",20140501,0.0497757501847778
54,"[-12.654171099601095, 8.256954207584677]",20140501,0.0769295673461159
0,"[-12.17503067677975, 9.66687598974862]",20140601,0.0945837051467672
1,"[-11.262036573388308, 8.160969908434629]",20140601,-0.2236455883111602
2,"[-11.13137723485804, 8.06372341512419]",20140601,-0.098647256153986
3,"[-12.94397360098245, 8.90835597442643]",20140601,0.0918308993897448
4,"[-10.642673837548983, 8.5399568621107]",20140601,0.1710103762716873
5,"[-11.278165370305556, 9.64038943419362]",20140601,0.0461342342647131
6,"[-12.910582282004743, 8.649886836498862]",20140601,0.179855736342365
7,"[-12.238503609450673, 9.203949589682702]",20140601,0.0831705079319953
8,"[-12.039093376256593, 9.174868219782105]",20140601,0.0576099657956089
9,"[-12.78662938465795, 8.321523638067092]",20140601,0.0935147639856981
10,"[-11.171437683447222, 9.078336637619136]",20140601,0.1539549971440124
11,"[-11.63843715987665, 7.800436861244343]",20140601,0.2224318235357609
12,"[-12.392492309119397, 8.054702066760422]",20140601,0.112316313465772
13,"[-12.608906049077698, 8.486851426971757]",20140601,0.2152579780384034
14,"[-12.59025984970882, 9.089299462294987]",20140601,0.1517284868307415
15,"[-10.587111971554519, 8.19949601360739]",20140601,0.0818292114236067
16,"[-12.61660507579259, 8.076925787644932]",20140601,0.0982747841133649
17,"[-12.49706195783479, 8.230162092310179]",20140601,0.0142389453325869
18,"[-12.573494309259104, 8.580357190946753]",20140601,0.0161197749520891
19,"[-12.707428088596602, 8.598953092447799]",20140601,0.179943424423337
20,"[-12.089248586010005, 9.480142060884234]",20140601,-0.0292131308525697
21,"[-12.05699453237849, 7.999454107609768]",20140601,-0.0888177043050889
22,"[-11.226703675916225, 9.262492630198462]",20140601,0.1246293052233684
23,"[-10.78400468577152, 8.378438005842337]",20140601,0.0082101793588458
24,"[-11.805918636402556, 9.499720634073256]",20140601,0.0703715246741494
25,"[-10.887620523538699, 8.172577202812947]",20140601,0.0650729843473795
26,"[-12.730428074607604, 8.049076573686946]",20140601,0.1752911242187318
27,"[-11.8134428614669, 9.98421783987528]",20140601,0.0563562226350185
28,"[-10.575168704391059, 8.149244131563044]",20140601,0.1011104212024948
29,"[-11.170735802049734, 9.876640531917582]",20140601,0.0682223953837522
30,"[-12.234335298749723, 9.77762738759242]",20140601,0.1190687817579529
31,"[-11.97472663002821, 9.662352475275908]",20140601,0.0952437086919882
32,"[-12.628056387400836, 9.2423913929165]",20140601,0.012715615305295
33,"[-12.400839372696801, 9.819530066736439]",20140601,0.106514318924445
34,"[-11.188472143413714, 7.579751726984244]",20140601,-0.0014237675428011
35,"[-11.559250666995775, 8.813623237116962]",20140601,-0.1269323919182675
36,"[-12.615151135848231, 9.199556202139204]",20140601,0.0188888703393185
37,"[-11.446116702848288, 8.0829699523154]",20140601,0.0709734234893381
38,"[-11.767627597673389, 8.553376036923899]",20140601,0.0879037854903151
39,"[-12.35344769763381, 9.692474184803153]",20140601,0.054197198528628
40,"[-11.654718211832849, 9.692655021455097]",20140601,0.0433477964765369
41,"[-12.070012985284581, 9.874117197867227]",20140601,0.0899266432812302
42,"[-11.733995671765806, 9.920536043527445]",20140601,0.085651483633938
43,"[-11.486078247019988, 8.781629344780729]",20140601,0.0325353454042189
44,"[-10.83180223715611, 7.990300789814084]",20140601,0.1892272131539752
45,"[-11.191434706468256, 8.846221803581065]",20140601,0.0997149350256773
46,"[-10.906727774655725, 7.623412050939405]",20140601,0.0444012974488797
47,"[-11.225589156732275, 8.051514200776348]",20140601,-0.0311454645984656
48,"[-12.100675647414109, 9.144460857865157]",20140601,0.0550586417683011
49,"[-10.512108024162112, 8.658644534165038]",20140601,0.0731905058678845
50,"[-11.338685644980906, 8.979726496231624]",20140601,0.0847732411745139
51,"[-12.06680992473257, 9.130617863855921]",20140601,0.0389938110666341
52,"[-10.891112836423709, 8.971102981060218]",20140601,0.0316236916170788
53,"[-11.225425494879728, 9.584728452329147]",20140601,0.0900175499341671
54,"[-12.654171099601095, 8.256954207584677]",20140601,0.1176067741267506
0,"[-12.17503067677975, 9.66687598974862]",20140701,0.116546416525935
1,"[-11.262036573388308, 8.160969908434629]",20140701,0.1523417203887471
2,"[-11.13137723485804, 8.06372341512419]",20140701,0.1206984976495466
3,"[-12.94397360098245, 8.90835597442643]",20140701,0.096313612796884
4,"[-10.642673837548983, 8.5399568621107]",20140701,0.1218000519310456
5,"[-11.278165370305556, 9.64038943419362]",20140701,0.1355415844488256
6,"[-12.910582282004743, 8.649886836498862]",20140701,0.1440586060334618
7,"[-12.238503609450673, 9.203949589682702]",20140701,0.1193376308826292
8,"[-12.039093376256593, 9.174868219782105]",20140701,0.1219463850508335
9,"[-12.78662938465795, 8.321523638067092]",20140701,0.0784525283111291
10,"[-11.171437683447222, 9.078336637619136]",20140701,0.1642233333132415
11,"[-11.63843715987665, 7.800436861244343]",20140701,0.1138918877377422
12,"[-12.392492309119397, 8.054702066760422]",20140701,0.0765985741635145
13,"[-12.608906049077698, 8.486851426971757]",20140701,0.1179573553069033
14,"[-12.59025984970882, 9.089299462294987]",20140701,0.0903357524903032
15,"[-10.587111971554519, 8.19949601360739]",20140701,0.0750286033685047
16,"[-12.61660507579259, 8.076925787644932]",20140701,0.1065137230043112
17,"[-12.49706195783479, 8.230162092310179]",20140701,0.1317451766385204
18,"[-12.573494309259104, 8.580357190946753]",20140701,0.0636412273122867
19,"[-12.707428088596602, 8.598953092447799]",20140701,0.127163194704133
20,"[-12.089248586010005, 9.480142060884234]",20140701,0.1003362919396558
21,"[-12.05699453237849, 7.999454107609768]",20140701,0.0771498736605678
22,"[-11.226703675916225, 9.262492630198462]",20140701,0.1005621440248041
23,"[-10.78400468577152, 8.378438005842337]",20140701,0.185740084114552
24,"[-11.805918636402556, 9.499720634073256]",20140701,0.1318302269568803
25,"[-10.887620523538699, 8.172577202812947]",20140701,0.0675155953724405
26,"[-12.730428074607604, 8.049076573686946]",20140701,0.1126139032530857
27,"[-11.8134428614669, 9.98421783987528]",20140701,0.1406075126902988
28,"[-10.575168704391059, 8.149244131563044]",20140701,0.0564881239027705
29,"[-11.170735802049734, 9.876640531917582]",20140701,0.1608948286549753
30,"[-12.234335298749723, 9.77762738759242]",20140701,0.1357495310410718
31,"[-11.97472663002821, 9.662352475275908]",20140701,0.1284808523996436
32,"[-12.628056387400836, 9.2423913929165]",20140701,0.1163859175583309
33,"[-12.400839372696801, 9.819530066736439]",20140701,0.0896583371623968
34,"[-11.188472143413714, 7.579751726984244]",20140701,0.0920070928760331
35,"[-11.559250666995775, 8.813623237116962]",20140701,0.1075101917866626
36,"[-12.615151135848231, 9.199556202139204]",20140701,0.1155280300993997
37,"[-11.446116702848288, 8.0829699523154]",20140701,0.1094780660321095
38,"[-11.767627597673389, 8.553376036923899]",20140701,0.150394151501218
39,"[-12.35344769763381, 9.692474184803153]",20140701,0.1087802389882419
40,"[-11.654718211832849, 9.692655021455097]",20140701,0.1334244044776102
41,"[-12.070012985284581, 9.874117197867227]",20140701,0.1268573928356548
42,"[-11.733995671765806, 9.920536043527445]",20140701,0.1492815263764929
43,"[-11.486078247019988, 8.781629344780729]",20140701,0.1204146368454087
44,"[-10.83180223715611, 7.990300789814084]",20140701,0.0699991885530481
45,"[-11.191434706468256, 8.846221803581065]",20140701,0.1324402175267129
46,"[-10.906727774655725, 7.623412050939405]",20140701,0.1243987900805662
47,"[-11.225589156732275, 8.051514200776348]",20140701,0.1090039357800183
48,"[-12.100675647414109, 9.144460857865157]",20140701,0.1301414196775628
49,"[-10.512108024162112, 8.658644534165038]",20140701,0.1644261819756658
50,"[-11.338685644980906, 8.979726496231624]",20140701,0.1175674446622394
51,"[-12.06680992473257, 9.130617863855921]",20140701,0.1286564351099722
52,"[-10.891112836423709, 8.971102981060218]",20140701,0.2568093986666248
53,"[-11.225425494879728, 9.584728452329147]",20140701,0.1183176588210003
54,"[-12.654171099601095, 8.256954207584677]",20140701,0.0715289143158609
0,"[-12.17503067677975, 9.66687598974862]",20140801,0.1343638409715931
1,"[-11.262036573388308, 8.160969908434629]",20140801,0.2942980592787984
2,"[-11.13137723485804, 8.06372341512419]",20140801,0.1826080541724069
